TransactionID,Salesperson,State,Month,Type,Group,Part,Sales,Margin,Quantity
297,Abigael Bothe,,1/8/2020,Type A,Group 2,Part 3,$4753813.56,94.67,335
298,Ericka Wales,,9/21/2020,Type B,Group 2,Part 1,$2931777.60,69.4,203
299,Meggy Trebbett,,7/8/2020,Type B,Group 1,Part 1,$4577315.22,99.46,798
300,Roland De Maine,,9/18/2020,Type A,Group 1,Part 3,$7294307.00,12.51,761
301,Belicia Wharrier,,12/10/2020,Type B,Group 3,Part 2,$9993235.55,66.45,961
302,Gallard Luto,,10/30/2020,Type C,Group 2,Part 3,$653431.79,8.79,668
303,Mallorie Jozwiak,Västernorrland,2/24/2020,Type A,Group 1,Part 2,$5777010.00,5.29,384
304,Maurie Corssen,,5/18/2020,Type C,Group 1,Part 1,$5088091.31,66.56,700
305,Gerik Hartzogs,,4/16/2020,Type C,Group 2,Part 1,$7986998.01,88.99,550
306,Lavinie Otteridge,Nuevo Leon,1/2/2020,Type A,Group 1,Part 1,$5009659.41,90.47,755
307,Archaimbaud Lensch,,12/23/2020,Type A,Group 3,Part 1,$7925394.90,99.63,315
308,Mace Isakowicz,,11/13/2020,Type C,Group 3,Part 1,$1416062.57,89.34,224
309,Dillie Kintish,,10/24/2020,Type C,Group 2,Part 2,$329442.35,80.83,834
310,Winfield Mein,,4/8/2020,Type A,Group 2,Part 1,$8362470.29,55.32,535
311,Cassie Seebright,,3/29/2020,Type C,Group 2,Part 3,$8709624.59,69.9,433
312,Hynda Possell,,10/9/2020,Type B,Group 3,Part 2,$107530.36,7.65,94
313,Minni Dominichelli,,5/4/2020,Type C,Group 1,Part 1,$2313409.08,0.72,15
314,Georgia Dewsnap,,10/27/2020,Type B,Group 2,Part 1,$7603892.33,83.13,179
315,Morgana Ricart,,5/22/2020,Type C,Group 3,Part 1,$6889205.34,82.94,936
316,Mallorie Apfelmann,,12/9/2020,Type C,Group 1,Part 2,$6717449.25,14.2,249
317,Debera Veillard,,4/18/2020,Type A,Group 1,Part 1,$8969260.64,96.82,823
318,Nanette Stickells,,2/5/2020,Type A,Group 1,Part 1,$258093.13,15.51,847
319,Charlotte Caldecourt,,8/27/2020,Type C,Group 3,Part 2,$8364110.35,94.49,142
320,Dori Haldin,,3/5/2020,Type B,Group 1,Part 1,$3623416.47,9.27,750
321,Benedetto Beech,,10/14/2020,Type A,Group 3,Part 3,$1812447.16,9.4,925
322,Clevie Vanacci,Coahuila De Zaragoza,8/4/2020,Type A,Group 1,Part 2,$8084513.34,48.73,863
323,Quentin Birts,,7/15/2020,Type A,Group 3,Part 1,$3094780.55,0.12,974
324,Darice Swanwick,,7/24/2020,Type A,Group 3,Part 3,$9177196.11,48.19,775
325,Allan Madoc-Jones,,6/29/2020,Type A,Group 3,Part 3,$5022063.25,70.53,904
326,Drusi Paulet,,3/20/2020,Type A,Group 2,Part 2,$758446.91,15.71,907
327,Noelani Iredell,,7/28/2020,Type C,Group 2,Part 2,$3181211.29,9.6,585
328,Katusha Kielt,,5/30/2020,Type B,Group 2,Part 2,$5204853.81,34.61,300
329,Celisse Stanworth,,6/11/2020,Type B,Group 1,Part 1,$2859046.87,55.45,622
330,Tallie Giampietro,England,3/19/2020,Type B,Group 1,Part 3,$8568793.30,70.24,900
331,Berenice Canny,,4/18/2020,Type C,Group 2,Part 1,$3747975.39,21.45,411
332,Steve Radband,,7/1/2020,Type C,Group 2,Part 2,$8468375.92,72.53,758
333,Jenna O'Caine,,3/14/2020,Type A,Group 1,Part 1,$3722053.54,26.22,86
334,Nathanil Guiver,,3/7/2020,Type A,Group 3,Part 1,$8904640.32,41.93,468
335,Jane Meachen,,6/1/2020,Type C,Group 1,Part 2,$4553176.63,94.8,137
336,Emera Kanzler,,5/12/2020,Type B,Group 1,Part 3,$6028732.52,72.2,568
337,Malinda Chillistone,,7/4/2020,Type C,Group 2,Part 1,$763883.99,29.08,401
338,Morgen Iscowitz,,8/29/2020,Type A,Group 1,Part 2,$1041924.28,87.87,332
339,Barbee Dodwell,,7/29/2020,Type C,Group 3,Part 2,$4885075.72,67.21,985
340,Osbourn Wilkin,,4/25/2020,Type B,Group 2,Part 1,$8970967.56,69.0,35
341,Zach Longlands,,7/1/2020,Type A,Group 1,Part 1,$30731.25,87.75,554
342,Nadya Bolt,,6/11/2020,Type A,Group 1,Part 3,$7455709.67,50.36,673
343,Sully Jenne,Santarém,8/3/2020,Type B,Group 2,Part 3,$6492876.11,40.21,1000
344,Joachim Nisco,,8/15/2020,Type A,Group 2,Part 2,$6449756.28,68.7,650
345,Abram Tynemouth,,5/3/2020,Type A,Group 2,Part 3,$233327.20,94.24,382
346,Caspar Brimelow,,11/16/2020,Type B,Group 3,Part 2,$3413944.91,68.87,353
347,Glenn Darcey,,12/15/2020,Type C,Group 3,Part 1,$3642534.09,90.56,823
348,Con Ladon,,5/16/2020,Type A,Group 3,Part 3,$9049426.57,13.77,846
349,Stevie Venditti,,9/25/2020,Type A,Group 2,Part 1,$9649561.05,62.93,761
350,Sondra Wingatt,,5/13/2020,Type B,Group 2,Part 1,$7210635.65,20.14,930
351,Donavon Shapera,,12/12/2020,Type A,Group 3,Part 1,$2449976.93,97.45,393
352,Angelico Waterhous,Setúbal,4/23/2020,Type A,Group 2,Part 2,$1076362.46,75.16,648
353,Chic Blunsum,,9/11/2020,Type B,Group 2,Part 2,$4401113.55,59.74,758
354,Athene Buckenhill,,2/16/2020,Type C,Group 2,Part 3,$7806805.83,98.75,724
355,Roxanne Blaw,,1/26/2020,Type C,Group 1,Part 3,$9684618.75,45.77,847
356,Virginia Gowrie,,12/14/2020,Type B,Group 3,Part 2,$6367000.81,52.05,642
357,Christopher Caton,,11/15/2020,Type C,Group 3,Part 3,$5319278.63,41.59,789
358,Kristofer Millery,,10/5/2020,Type B,Group 2,Part 2,$6261857.37,97.51,657
359,Margery Meharry,,11/12/2020,Type A,Group 3,Part 3,$8150178.94,46.66,134
360,Aindrea Arnaud,Pays de la Loire,12/13/2020,Type B,Group 2,Part 3,$5129915.18,60.59,417
361,Blake Bardwell,,12/23/2020,Type B,Group 2,Part 3,$282178.31,31.32,972
362,Betti Royal,,5/15/2020,Type B,Group 1,Part 1,$7856782.09,34.77,335
363,Agnella Kingsbury,,9/13/2020,Type B,Group 1,Part 1,$6987809.72,62.78,65
364,Micheline Laxston,,12/21/2020,Type B,Group 3,Part 1,$5978090.72,59.33,996
365,Lebbie Milthorpe,,10/27/2020,Type B,Group 2,Part 2,$6717042.77,57.39,846
366,Erina Gutsell,,8/27/2020,Type A,Group 1,Part 3,$2018689.88,91.26,551
367,Tuckie Sumption,,11/4/2020,Type A,Group 3,Part 1,$5587989.02,22.66,816
368,Skippy Barrowcliff,,6/15/2020,Type A,Group 1,Part 3,$4426999.43,65.56,132
369,Rebe Gable,,2/9/2020,Type A,Group 2,Part 1,$7085317.38,66.97,948
370,Bertine Murby,,12/5/2020,Type C,Group 1,Part 2,$5475795.14,49.96,642
371,Bethanne Knight,,4/29/2020,Type B,Group 2,Part 3,$2127279.68,74.88,173
372,Reggis O'Scandall,,1/26/2020,Type C,Group 2,Part 2,$64247.03,33.19,145
373,Tedda Toolin,,4/23/2020,Type C,Group 2,Part 3,$6839513.15,13.36,794
374,Dede Congreve,,4/30/2020,Type B,Group 3,Part 3,$6885226.98,53.33,534
375,Willi Holdren,,11/26/2020,Type A,Group 3,Part 1,$4405894.27,68.21,645
376,Tabbatha Davidowich,Île-de-France,5/2/2020,Type C,Group 3,Part 2,$8219358.29,41.21,622
377,Minette Harriday,,11/23/2020,Type A,Group 2,Part 1,$8400724.29,53.18,905
378,Saleem Andrieu,,7/23/2020,Type A,Group 2,Part 3,$7595955.69,94.44,160
379,Cherilynn Boig,Île-de-France,6/13/2020,Type A,Group 2,Part 2,$1188076.52,9.03,28
380,Jermaine Preene,,3/13/2020,Type B,Group 1,Part 2,$9572109.62,11.15,248
381,Marcille Bonder,,3/24/2020,Type C,Group 3,Part 1,$3483965.70,9.14,285
382,Jilly Hrishanok,,9/21/2020,Type A,Group 2,Part 2,$7754843.26,45.79,965
383,Myra Fraczak,Aveiro,1/26/2020,Type B,Group 2,Part 3,$786525.22,28.07,151
384,Dulcie Gare,,1/9/2020,Type C,Group 2,Part 3,$1955379.17,78.44,947
385,Ryley Rainey,,5/26/2020,Type C,Group 2,Part 3,$6557813.47,5.46,53
386,Godiva Barnshaw,,11/26/2020,Type C,Group 1,Part 1,$4131263.62,44.05,773
387,Constantina Spitaro,,1/24/2020,Type A,Group 2,Part 3,$7199636.81,3.14,589
388,Ced Coggen,,3/11/2020,Type B,Group 3,Part 2,$884252.76,38.31,129
389,Bill Pioli,,2/10/2020,Type C,Group 1,Part 1,$3674726.87,81.82,208
390,Siusan Brash,,9/2/2020,Type C,Group 2,Part 3,$1910121.02,67.96,305
391,Justinian Stripp,,7/25/2020,Type B,Group 3,Part 1,$4376813.40,48.09,790
392,Amelie Chastel,,7/25/2020,Type C,Group 1,Part 1,$8872710.09,34.89,603
393,Merrielle Beyer,,12/5/2020,Type B,Group 2,Part 1,$4186545.65,56.92,648
394,Homer Gallamore,,8/8/2020,Type B,Group 1,Part 2,$2402831.00,25.76,937
395,Noella Dumingo,Poitou-Charentes,9/17/2020,Type A,Group 1,Part 2,$3377816.10,42.94,279
396,Isabel Rubinlicht,,5/9/2020,Type A,Group 3,Part 3,$2466789.62,38.65,683
397,Dirk Polkinghorne,Florida,3/8/2020,Type B,Group 1,Part 3,$3111370.29,9.73,815
398,Carlene Borrington,Östergötland,7/5/2020,Type B,Group 3,Part 1,$3534214.65,64.77,275
399,Janela Titchard,,10/14/2020,Type B,Group 3,Part 2,$6448891.95,7.81,794
400,Clareta Laugier,,1/12/2020,Type B,Group 2,Part 2,$5840847.08,2.62,68
401,Cornelle Safell,,10/27/2020,Type A,Group 3,Part 2,$1642396.12,10.11,834
402,Hazlett Van,,11/10/2020,Type C,Group 3,Part 2,$1640120.01,66.99,741
403,Berti Uvedale,,9/9/2020,Type A,Group 1,Part 1,$8492792.58,7.87,404
404,Druci Calverley,,6/7/2020,Type B,Group 1,Part 2,$5602728.23,97.42,582
405,Loree McTurley,,12/12/2020,Type B,Group 1,Part 3,$708965.08,67.86,212
406,Dennis Duly,,1/19/2020,Type B,Group 1,Part 1,$79075.48,56.47,968
407,Kass Scohier,,2/16/2020,Type C,Group 1,Part 1,$6490116.08,55.18,802
408,Charlena Firth,,2/28/2020,Type A,Group 1,Part 1,$1276587.48,24.52,503
409,Rodina Gregor,Santarém,1/31/2020,Type B,Group 1,Part 3,$6675124.34,18.2,829
410,Lita Dyte,,5/24/2020,Type B,Group 1,Part 3,$9802941.62,35.6,810
411,Meghann Cunliffe,,5/13/2020,Type A,Group 3,Part 3,$3533768.34,7.8,309
412,Rubia Sagg,,11/29/2020,Type C,Group 1,Part 2,$6767857.21,55.31,619
413,Jackelyn Fagence,,12/4/2020,Type C,Group 1,Part 3,$4389358.65,45.71,727
414,Maximo McKendo,,3/20/2020,Type A,Group 3,Part 1,$6620472.48,96.25,398
415,Porter Wailes,Västra Götaland,4/6/2020,Type B,Group 1,Part 3,$1821575.18,53.9,613
416,Butch Simeonov,,12/15/2020,Type C,Group 3,Part 2,$7627668.66,6.8,46
417,Andre David,,7/7/2020,Type C,Group 3,Part 1,$6330442.81,87.48,771
418,Vale Nockles,,6/9/2020,Type A,Group 1,Part 2,$443281.01,68.65,118
419,Sheela Maren,,2/12/2020,Type B,Group 1,Part 1,$4351246.11,23.58,13
420,Devland Sone,,8/3/2020,Type B,Group 3,Part 2,$2492820.52,72.11,129
421,Becka Redhole,,4/7/2020,Type A,Group 3,Part 1,$4139771.14,30.86,698
422,Hersh Muldoon,,12/21/2020,Type C,Group 2,Part 1,$967227.65,77.69,785
423,Brynne Dougary,,10/12/2020,Type A,Group 2,Part 2,$6257748.16,37.49,145
424,Karlens Tarbard,Louisiana,4/5/2020,Type B,Group 3,Part 3,$2638928.28,15.18,453
425,Aileen McMurtyr,,6/18/2020,Type C,Group 3,Part 3,$5016931.82,15.68,630
426,Peterus Stiell,,6/9/2020,Type B,Group 2,Part 1,$3780984.11,61.79,124
427,Jules Belchamp,,9/11/2020,Type A,Group 2,Part 2,$5872278.18,55.66,444
428,Pepillo Ashbee,,10/21/2020,Type C,Group 3,Part 3,$7507558.21,13.33,666
429,Madelaine Sprull,,5/5/2020,Type A,Group 1,Part 1,$7481980.90,70.45,761
430,Janelle Waskett,,2/28/2020,Type A,Group 1,Part 1,$4284871.72,99.65,158
431,Audrie McQuirk,,12/25/2020,Type C,Group 2,Part 1,$4990563.39,73.58,778
432,Ellswerth Sayward,,5/9/2020,Type B,Group 2,Part 2,$7108412.29,58.63,401
433,Jenn Phethean,,10/6/2020,Type B,Group 2,Part 2,$4459810.94,27.47,907
434,Winnifred Castelow,,10/16/2020,Type B,Group 3,Part 2,$4184015.19,18.57,285
435,Paulie McLaine,,3/31/2020,Type C,Group 2,Part 2,$5594146.20,4.0,583
436,Francesco De Carlo,,3/20/2020,Type C,Group 1,Part 3,$6153763.95,93.54,558
437,Cammy Grastye,,12/14/2020,Type C,Group 1,Part 1,$6579261.16,56.0,967
438,Lorens Bacon,,7/4/2020,Type C,Group 2,Part 2,$480650.80,20.12,439
439,Starr Rodenhurst,,11/18/2020,Type B,Group 3,Part 2,$2112343.19,15.81,122
440,Ryan Herreran,,10/5/2020,Type A,Group 3,Part 3,$9703378.80,30.8,94
441,Pippy Organer,,8/27/2020,Type B,Group 3,Part 3,$951691.57,56.38,700
442,Karmen Pagitt,Virginia,5/8/2020,Type B,Group 1,Part 3,$1100856.76,75.58,503
443,Andre Eatttok,,6/22/2020,Type C,Group 3,Part 2,$9851306.59,82.04,799
444,Conney Bruford,,9/2/2020,Type C,Group 1,Part 3,$6810863.30,27.14,773
445,Carley Santon,Guanajuato,1/7/2020,Type C,Group 1,Part 3,$5800075.58,70.72,34
446,Wyatt Kropach,,7/26/2020,Type A,Group 2,Part 1,$3012957.03,53.3,592
447,Aurora Castano,Pays de la Loire,4/23/2020,Type C,Group 2,Part 1,$808952.00,66.62,171
448,Winifield Wane,,6/3/2020,Type C,Group 2,Part 1,$2141935.11,52.13,821
449,Datha Ughelli,,4/26/2020,Type C,Group 2,Part 3,$4138984.29,53.88,878
450,Karoline Lunn,,7/29/2020,Type B,Group 3,Part 2,$4892284.00,55.48,85
451,Osborne Rubinowicz,,4/27/2020,Type B,Group 2,Part 1,$940205.84,83.58,930
452,Blair Broadbear,,4/6/2020,Type C,Group 1,Part 1,$531855.31,74.19,512
453,Pembroke Rimmer,,12/8/2020,Type C,Group 1,Part 3,$2749787.84,81.98,681
454,Glori Mockler,Pays de la Loire,2/24/2020,Type B,Group 3,Part 1,$4833221.55,47.96,550
455,Murdoch Shilstone,,11/23/2020,Type C,Group 3,Part 1,$5450659.35,66.25,910
456,Hilly Huggan,,7/2/2020,Type B,Group 3,Part 2,$5898177.69,37.36,948
457,Bord Mapstone,,8/13/2020,Type B,Group 1,Part 3,$4513914.09,26.8,968
458,Humbert Kingsnorth,,7/19/2020,Type C,Group 1,Part 1,$7906996.65,27.36,869
459,Yoshi Vasentsov,,6/11/2020,Type A,Group 1,Part 3,$5767657.21,20.03,251
460,Benedicto Loan,,11/21/2020,Type C,Group 2,Part 2,$9680316.71,58.02,997
461,Arlina Noakes,Centre,8/9/2020,Type B,Group 1,Part 1,$9943556.70,81.0,260
462,Jordan Eberdt,,9/16/2020,Type C,Group 2,Part 2,$9021769.47,16.47,129
463,Erinna MacKerley,,2/6/2020,Type B,Group 1,Part 3,$3230664.39,36.16,650
464,Kristofer Coverdale,Île-de-France,3/13/2020,Type B,Group 3,Part 1,$4784214.41,80.17,408
465,Drusilla Reims,,6/10/2020,Type C,Group 1,Part 1,$59879.77,96.69,200
466,Grier Caldera,,12/18/2020,Type A,Group 2,Part 2,$509632.82,41.28,406
467,Tate Reek,,5/22/2020,Type C,Group 1,Part 2,$1968978.33,25.77,926
468,Laurianne Peaurt,,5/2/2020,Type B,Group 3,Part 2,$1697812.09,30.5,145
469,Hamnet Affleck,,2/16/2020,Type C,Group 2,Part 2,$4554582.16,31.36,34
470,Danila Schankelborg,,7/6/2020,Type B,Group 1,Part 1,$4679280.66,83.49,987
471,Dotty Aronov,,3/21/2020,Type C,Group 3,Part 3,$8832571.59,0.73,470
472,Laraine Gurry,,9/20/2020,Type C,Group 1,Part 2,$7310001.92,93.67,758
473,Gennie Beetham,,5/1/2020,Type C,Group 2,Part 2,$5467272.62,19.68,747
474,Isidora Golagley,,5/23/2020,Type B,Group 2,Part 1,$3063172.04,76.52,612
475,Cortie Ferrarone,,5/17/2020,Type C,Group 3,Part 2,$1872909.34,54.71,243
476,Minette Arstingall,,4/26/2020,Type C,Group 3,Part 3,$300873.43,25.85,92
477,Dew Attock,,4/7/2020,Type B,Group 2,Part 3,$5131622.33,71.71,812
478,Etienne O'Regan,,8/29/2020,Type C,Group 1,Part 2,$4981858.38,50.97,843
479,Sebastian Hynd,,5/20/2020,Type A,Group 1,Part 1,$8338445.57,41.53,678
480,Darrelle Charville,,10/20/2020,Type B,Group 3,Part 3,$396181.29,36.91,441
481,Sabina Gosnay,,3/5/2020,Type C,Group 1,Part 3,$9133336.04,89.15,839
482,Malva Ebertz,,7/27/2020,Type C,Group 1,Part 3,$4104692.04,28.72,998
483,Odey O Sullivan,,11/4/2020,Type B,Group 1,Part 3,$952892.90,31.2,920
484,Sonni Elman,,4/19/2020,Type B,Group 2,Part 1,$6026155.70,99.39,193
485,Querida Pexton,,5/10/2020,Type C,Group 1,Part 3,$2349442.73,81.82,680
486,Gwendolyn MacKniely,Tamaulipas,9/7/2020,Type A,Group 1,Part 3,$7294244.59,1.11,718
487,Flo Pidgeley,Corse,1/30/2020,Type B,Group 1,Part 2,$8937817.83,7.76,31
488,Haily Paffett,,7/27/2020,Type A,Group 2,Part 3,$9975766.27,37.39,635
489,Elwood Spini,,6/13/2020,Type C,Group 1,Part 2,$6163654.99,8.39,952
490,Leodora O' Donohue,California,8/3/2020,Type C,Group 3,Part 3,$6635651.92,66.12,945
491,Carly Marquiss,,7/27/2020,Type C,Group 3,Part 1,$2971496.14,91.05,867
492,Lucian Giametti,,10/4/2020,Type B,Group 2,Part 3,$1165453.78,96.42,671
493,Chicky Whistan,,10/31/2020,Type B,Group 1,Part 1,$7819844.17,7.7,622
494,Jillane Kitcat,,4/9/2020,Type A,Group 1,Part 1,$7280242.37,61.05,97
495,Sybil Putterill,,10/8/2020,Type C,Group 1,Part 3,$2204809.27,45.62,196
496,Sarene Collison,,2/10/2020,Type B,Group 2,Part 1,$3501384.54,21.47,425
497,Stella Philipsson,,6/30/2020,Type C,Group 3,Part 2,$2751999.71,44.49,826
498,Olivie Gomersal,,7/3/2020,Type A,Group 2,Part 1,$2547618.35,52.54,840
499,Onfroi Keymar,,1/27/2020,Type B,Group 1,Part 2,$9553896.64,14.63,864
500,Brockie Seys,,4/27/2020,Type B,Group 2,Part 2,$2626610.32,49.88,863
501,Coriss Garmanson,Porto,12/7/2020,Type C,Group 2,Part 1,$4130936.37,6.26,746
502,Renard Clear,,9/4/2020,Type A,Group 3,Part 1,$3529522.53,17.09,9
503,Bernadine Vigneron,,2/4/2020,Type C,Group 3,Part 2,$9639680.67,11.42,208
504,Erhart Le Grand,,10/17/2020,Type A,Group 1,Part 3,$2270499.90,68.55,977
505,Aldus Francello,Chiapas,12/7/2020,Type A,Group 1,Part 3,$6932899.07,51.34,513
506,Brietta Moyser,,7/19/2020,Type C,Group 1,Part 2,$3416927.92,64.56,863
507,Liam Fullicks,Ilha de São Miguel,4/23/2020,Type A,Group 1,Part 3,$7034462.82,66.12,655
508,Jannel Gianilli,,12/27/2020,Type C,Group 3,Part 1,$6976076.92,26.69,277
509,Licha Mille,,8/7/2020,Type C,Group 2,Part 1,$8107207.23,52.35,934
510,Jeralee Cuss,,4/1/2020,Type A,Group 3,Part 2,$4673948.68,47.21,389
511,Wynne Patters,Niedersachsen,1/28/2020,Type C,Group 3,Part 2,$5280967.91,40.4,19
512,Else Gauvain,Leiria,3/9/2020,Type A,Group 2,Part 1,$53730.46,44.54,822
513,Margi Byrth,,1/10/2020,Type C,Group 1,Part 3,$4294764.35,53.12,992
514,Kayle Chastand,,6/24/2020,Type B,Group 2,Part 2,$7293947.84,91.87,841
515,Wilton Le Clercq,,1/25/2020,Type C,Group 1,Part 1,$8649516.83,12.12,623
516,Liva Barkworth,,3/30/2020,Type A,Group 1,Part 3,$7730836.17,83.59,113
517,Tedda Alsford,,6/30/2020,Type B,Group 1,Part 3,$3286829.61,54.73,689
518,Harri Giffkins,,5/7/2020,Type A,Group 3,Part 3,$4777518.41,35.5,428
519,Bobbee Ewestace,,11/17/2020,Type A,Group 3,Part 3,$3320206.14,93.87,764
520,Sutton Schimke,Örebro,2/18/2020,Type C,Group 2,Part 1,$7920406.24,71.2,969
521,Candace Blodgett,,2/21/2020,Type A,Group 3,Part 3,$7664717.24,80.85,465
522,Farr Werner,,8/13/2020,Type C,Group 2,Part 2,$1466345.22,19.71,526
523,Arluene Davidovitch,,8/24/2020,Type A,Group 3,Part 3,$2304144.07,28.63,261
524,Egan Smallwood,,6/26/2020,Type B,Group 1,Part 2,$4320323.49,44.07,879
525,Guendolen Croucher,,10/14/2020,Type B,Group 2,Part 3,$7614726.73,49.84,777
526,Babbie Gabotti,,12/17/2020,Type B,Group 2,Part 3,$7593785.95,44.03,54
527,Dukey Krojn,,11/12/2020,Type A,Group 2,Part 3,$577256.35,70.13,435
528,Garwin Franzotto,,11/16/2020,Type B,Group 1,Part 2,$4162489.66,14.35,283
529,Kiley Scudder,,5/5/2020,Type B,Group 2,Part 3,$6689142.10,5.56,754
530,Rosanna Adderley,,4/7/2020,Type A,Group 1,Part 1,$6075955.18,17.93,920
531,Quinn Petrushka,,6/29/2020,Type B,Group 1,Part 1,$5359960.20,25.48,671
532,Loreen Emby,,4/25/2020,Type B,Group 1,Part 2,$1179410.83,99.78,842
533,Alexia Buxsey,,1/1/2020,Type A,Group 2,Part 1,$2495876.55,79.55,841
534,Joy Livoir,,4/12/2020,Type B,Group 1,Part 2,$1647553.25,77.91,852
535,Bail Ferenc,,8/27/2020,Type C,Group 2,Part 2,$4598332.70,0.19,311
536,Winny Orbon,,2/7/2020,Type B,Group 1,Part 2,$2034455.02,93.23,759
537,Elinor Berridge,Östergötland,12/1/2020,Type B,Group 3,Part 2,$3897122.70,69.84,48
538,Lauren Guinnane,,9/8/2020,Type A,Group 2,Part 3,$9726035.69,9.12,362
539,Tabatha Dines,,1/15/2020,Type C,Group 1,Part 2,$5710046.89,32.29,788
540,Winne Wanka,,10/27/2020,Type C,Group 3,Part 2,$5587905.24,15.05,588
541,Yoshi Brandreth,,6/22/2020,Type B,Group 2,Part 1,$6036699.28,54.32,632
542,Erminia Tyrone,Viseu,11/26/2020,Type B,Group 3,Part 3,$1943329.26,28.32,273
543,Jaimie Renton,Stockholm,7/12/2020,Type B,Group 3,Part 2,$3942794.06,33.01,394
544,Roberta Learoyde,,5/7/2020,Type B,Group 2,Part 1,$2259257.52,9.07,772
545,Violet Unsworth,,8/24/2020,Type A,Group 3,Part 1,$8585038.27,60.96,606
546,Abigail Postle,,1/15/2020,Type A,Group 3,Part 2,$3172995.63,82.13,337
547,Julissa Hansman,,10/16/2020,Type A,Group 1,Part 1,$9732416.97,10.97,192
548,Clayborn D'eye,,8/14/2020,Type A,Group 2,Part 1,$8539933.54,54.58,113
549,Hugibert Bosch,Île-de-France,2/12/2020,Type B,Group 1,Part 1,$2355909.95,53.2,424
550,Lorelei Quipp,,11/3/2020,Type A,Group 1,Part 2,$3771394.61,62.71,157
551,Niki Casino,,11/1/2020,Type B,Group 3,Part 3,$6434186.12,92.7,41
552,Norbert Prestie,,2/17/2020,Type C,Group 1,Part 3,$878654.87,96.1,622
553,Ody Duester,,4/5/2020,Type A,Group 2,Part 3,$2315830.82,70.64,674
554,Rozamond Boughtflower,,12/24/2020,Type A,Group 1,Part 1,$6735840.24,67.12,718
555,Clare Gapper,Île-de-France,8/16/2020,Type A,Group 1,Part 3,$5049902.25,94.42,572
556,Bren MacPhaden,,9/13/2020,Type C,Group 1,Part 1,$3927260.44,48.79,370
557,Ofilia Damerell,,11/18/2020,Type B,Group 1,Part 1,$4657499.18,79.98,29
558,Gunter Manuelli,,6/17/2020,Type B,Group 3,Part 2,$2390333.30,63.75,238
559,Kesley Deane,Santarém,7/15/2020,Type B,Group 2,Part 1,$5978842.32,76.26,230
560,Carce Ballance,,11/2/2020,Type B,Group 2,Part 3,$7285642.96,66.77,858
561,Royce Halleybone,,5/19/2020,Type C,Group 2,Part 3,$230098.31,30.81,397
562,Barnabas Licence,Santarém,9/28/2020,Type C,Group 2,Part 3,$6873384.14,62.26,268
563,Anna-diane Jayne,,5/23/2020,Type C,Group 3,Part 3,$5819730.38,16.66,165
564,Goran Rodgers,,2/29/2020,Type A,Group 3,Part 1,$6866155.43,8.34,23
565,Lynnette Stedman,Mexico,5/2/2020,Type C,Group 3,Part 3,$5488096.04,8.88,792
566,Brinna Need,Île-de-France,4/23/2020,Type B,Group 3,Part 1,$1573063.80,96.97,713
567,Cybill Barbisch,,4/14/2020,Type A,Group 1,Part 1,$7687882.43,18.98,84
568,Linette Martignoni,,3/25/2020,Type C,Group 2,Part 3,$7301914.09,54.39,92
569,Margarethe Rossey,,6/30/2020,Type C,Group 3,Part 3,$7424143.11,47.02,799
570,Gaston Rushforth,,10/27/2020,Type A,Group 1,Part 2,$9172868.66,4.67,453
571,Kacie Paxman,,11/8/2020,Type C,Group 3,Part 1,$5956625.02,20.03,821
572,Melosa Dinning,Andalucia,8/28/2020,Type C,Group 2,Part 3,$3941566.64,34.08,244
573,Dionne Orgee,Nuevo Leon,4/1/2020,Type B,Group 3,Part 1,$3325104.31,82.93,21
574,Christy Gisbourn,,4/5/2020,Type A,Group 2,Part 1,$5872753.21,1.11,873
575,Clo Winterbourne,,9/12/2020,Type A,Group 1,Part 2,$2396275.39,66.21,520
576,Katheryn MacTerlagh,,11/14/2020,Type B,Group 3,Part 1,$7962968.09,74.43,670
577,Antonella Hardinge,,8/5/2020,Type B,Group 2,Part 3,$1261408.40,40.34,647
578,Jewel Garwood,,9/21/2020,Type B,Group 2,Part 1,$7567898.36,21.17,9
579,Beltran Parcells,,3/13/2020,Type A,Group 2,Part 3,$3241795.22,72.59,600
580,Emera Duquesnay,,2/10/2020,Type A,Group 3,Part 2,$8138295.74,86.88,986
581,Cloris Hair,,7/27/2020,Type A,Group 2,Part 3,$8435625.99,44.56,564
582,Morty Tissier,,2/4/2020,Type A,Group 1,Part 2,$8904183.43,47.02,716
583,Neely Kubal,,8/18/2020,Type B,Group 2,Part 1,$2506751.06,55.78,212
584,Bobinette Dominici,,11/10/2020,Type C,Group 2,Part 3,$6400959.06,55.03,6
585,Caitrin Ilieve,,6/20/2020,Type A,Group 2,Part 1,$1822791.18,27.97,413
586,Goldie Gumey,,1/11/2020,Type C,Group 2,Part 3,$1810122.35,29.99,768
587,Harmon Cuttell,,11/18/2020,Type B,Group 1,Part 3,$6127731.43,51.05,966
588,Verene Titmuss,Bragança,9/25/2020,Type B,Group 2,Part 3,$8578823.18,80.34,439
589,Gideon Crannage,,10/27/2020,Type A,Group 2,Part 3,$2589081.10,15.02,57
590,Hatty Gurr,,12/15/2020,Type B,Group 1,Part 3,$8462334.27,11.68,767
591,Gaynor de Clerc,California,3/18/2020,Type A,Group 1,Part 2,$6936593.66,5.13,868
592,Cassie Boundley,,1/8/2020,Type B,Group 1,Part 3,$2188423.28,6.06,853
593,Danna Kenzie,,2/2/2020,Type C,Group 2,Part 2,$2888198.55,60.32,466
