TransactionID,Salesperson,State,Month,Type,Group,Part,Sales,Margin,Quantity
296,Pete Ropartz,Lisboa,5/10/2020,Type B,Group 2,Part 1,$7468491.42,76.27,587
297,Stafani Jedras,,1/30/2020,Type C,Group 3,Part 1,$1997241.80,31.89,495
298,Dimitry Owthwaite,,5/3/2020,Type C,Group 2,Part 3,$2993769.77,73.93,946
299,Dorry Baus,,5/16/2020,Type A,Group 1,Part 3,$7388882.31,88.26,583
300,Hettie Shouler,,9/7/2020,Type C,Group 3,Part 3,$7796233.21,47.7,47
301,Joey Lightbown,,4/20/2020,Type B,Group 1,Part 2,$2199546.44,81.35,777
302,Edan Offill,Centre,12/15/2020,Type A,Group 3,Part 1,$5513936.87,15.85,588
303,Windham Adacot,,8/20/2020,Type B,Group 1,Part 3,$7704811.97,36.12,990
304,Laureen Feye,,6/4/2020,Type A,Group 2,Part 3,$8910003.69,93.34,193
305,Rina Barkworth,Lorraine,3/22/2020,Type C,Group 2,Part 3,$8794074.50,92.95,699
306,Wit Thies,,11/15/2020,Type B,Group 2,Part 2,$5579310.92,75.05,951
307,Dal Catlow,,7/1/2020,Type C,Group 2,Part 2,$4291925.90,88.49,682
308,Karleen Bondley,,2/8/2020,Type C,Group 1,Part 1,$6962025.34,99.02,860
309,Minor Delhay,,4/29/2020,Type B,Group 3,Part 2,$6599706.83,70.99,895
310,Humfrid Clemits,,3/9/2020,Type A,Group 1,Part 1,$5014201.18,59.34,184
311,Desiri Vials,,10/26/2020,Type C,Group 2,Part 2,$9104089.12,81.15,776
312,Price Bruckental,,10/4/2020,Type B,Group 3,Part 3,$1266714.39,52.42,811
313,Saraann Ewestace,,11/20/2020,Type B,Group 3,Part 2,$9584569.99,50.53,811
314,Gerianne Rosoni,,10/14/2020,Type C,Group 3,Part 1,$7196412.37,46.03,848
315,Ellen Goulborn,,5/26/2020,Type A,Group 3,Part 2,$1961907.57,98.67,658
316,Arlie Lambdon,,8/31/2020,Type C,Group 1,Part 1,$4994285.23,25.0,96
317,Menard Dubble,,7/19/2020,Type A,Group 1,Part 1,$6929665.34,1.92,506
318,Wright Bonifacio,Centre,1/15/2020,Type A,Group 3,Part 1,$4249992.95,11.66,573
319,Jeremy Derrington,,2/7/2020,Type C,Group 2,Part 1,$7663126.66,57.65,430
320,Roxanne Faucett,,5/26/2020,Type A,Group 1,Part 1,$8599694.90,21.88,315
321,Lynn Chesman,,11/17/2020,Type B,Group 2,Part 3,$6613783.59,11.59,658
322,Georgianna Govini,Guerrero,6/14/2020,Type B,Group 2,Part 3,$601888.35,13.33,728
323,Janka Rolph,,5/18/2020,Type A,Group 3,Part 1,$9133595.27,15.01,456
324,Netta Gercken,,7/28/2020,Type C,Group 1,Part 2,$8951863.39,95.1,556
325,Esme Lamdin,,8/22/2020,Type C,Group 3,Part 2,$7877629.64,25.07,11
326,Yance Lillee,,6/28/2020,Type B,Group 1,Part 1,$9508391.19,22.77,111
327,Correy Cattell,,11/27/2020,Type C,Group 2,Part 3,$6114211.75,90.57,993
328,Mickie Aneley,,10/14/2020,Type A,Group 1,Part 3,$5166274.48,95.13,535
329,Filmer Davidzon,,12/4/2020,Type A,Group 3,Part 1,$7377640.08,36.18,685
330,Boot Coughan,,6/8/2020,Type B,Group 1,Part 2,$2657955.88,89.24,812
331,Luisa Platfoot,,10/23/2020,Type C,Group 1,Part 1,$2153299.86,84.63,926
332,Lea Wensley,Québec,9/23/2020,Type A,Group 2,Part 1,$9955644.02,41.73,70
333,Robbert Mariaud,Beja,2/16/2020,Type B,Group 2,Part 1,$9019411.71,80.14,74
334,Judd Megson,,4/6/2020,Type B,Group 2,Part 3,$8159176.76,92.54,544
335,Sandye Sargood,,12/21/2020,Type B,Group 1,Part 2,$9418034.12,30.71,560
336,Danita Managh,,5/31/2020,Type C,Group 1,Part 3,$5660801.71,8.33,809
337,Evonne Pateman,,8/24/2020,Type A,Group 2,Part 2,$1394952.91,24.84,684
338,Michel Braim,,2/10/2020,Type C,Group 1,Part 1,$6331141.95,81.79,980
339,Angelique Bowkett,,10/6/2020,Type A,Group 3,Part 1,$7236021.94,46.18,633
340,Heddi Cicculi,,8/22/2020,Type C,Group 2,Part 3,$5393557.29,24.41,436
341,Ferrell Cornock,,12/12/2020,Type B,Group 3,Part 2,$9546562.17,36.77,516
342,Frants Locock,,6/25/2020,Type C,Group 2,Part 1,$1233186.69,61.4,450
343,Reinald Rattenberie,,4/23/2020,Type C,Group 1,Part 2,$2831909.81,50.78,554
344,Nealon Crone,,2/12/2020,Type A,Group 3,Part 2,$6866782.03,1.13,295
345,Justino Pinnion,,12/12/2020,Type A,Group 2,Part 2,$3674225.69,38.02,827
346,Penrod Brightie,,6/4/2020,Type C,Group 3,Part 1,$8345762.10,60.83,114
347,Addi Dennerley,,8/24/2020,Type A,Group 2,Part 1,$5021071.20,74.38,899
348,Gretna Farre,,9/4/2020,Type A,Group 1,Part 3,$8313656.18,97.51,942
349,Annnora Drane,,12/17/2020,Type B,Group 3,Part 1,$85814.37,15.22,551
350,Juanita Emeney,,6/28/2020,Type A,Group 3,Part 3,$6485425.69,53.58,522
351,Barbabas Yuryichev,,1/28/2020,Type B,Group 3,Part 2,$4196826.23,4.77,986
352,Tabbatha Eborn,,6/6/2020,Type B,Group 3,Part 3,$821919.87,88.71,105
353,Ly Backen,,6/27/2020,Type B,Group 1,Part 2,$2364083.78,7.88,641
354,Tybi Slavin,,4/17/2020,Type B,Group 2,Part 1,$1067899.76,89.95,886
355,Carson Harfleet,,1/28/2020,Type C,Group 3,Part 2,$8203974.43,32.87,485
356,Baldwin Sproul,,11/12/2020,Type A,Group 3,Part 2,$653162.64,49.09,287
357,Boycie Daddow,,5/15/2020,Type A,Group 2,Part 1,$6119737.26,22.43,797
358,Stephen Rudderham,,7/17/2020,Type A,Group 1,Part 3,$1596908.36,5.93,71
359,Colver Bricksey,Bretagne,11/8/2020,Type B,Group 3,Part 3,$9773141.71,3.29,942
360,Becky Pray,,4/9/2020,Type C,Group 3,Part 2,$2638022.74,44.78,961
361,Magdaia Ferran,,12/11/2020,Type C,Group 1,Part 1,$5672854.79,81.95,468
362,Spense Rumford,,8/20/2020,Type A,Group 3,Part 1,$7901598.53,96.13,314
363,Domenico Quan,,1/7/2020,Type A,Group 3,Part 3,$6902579.51,24.61,460
364,Naoma Oene,,11/17/2020,Type C,Group 3,Part 2,$8687606.45,24.05,588
365,Carolyne Kingsnoad,,3/17/2020,Type C,Group 2,Part 2,$8873602.87,94.74,629
366,Karia Kean,Kalmar,11/17/2020,Type C,Group 3,Part 2,$3146677.37,54.3,113
367,Grannie Vineall,,2/20/2020,Type B,Group 1,Part 1,$4026039.42,59.86,740
368,Nessie Mattevi,,5/20/2020,Type C,Group 1,Part 2,$9428366.89,63.85,798
369,Nona Jewsbury,,10/18/2020,Type C,Group 3,Part 3,$8141388.66,11.24,542
370,Tana Gasquoine,,9/22/2020,Type B,Group 1,Part 2,$5793230.17,28.85,830
371,Berky Priel,,10/5/2020,Type A,Group 1,Part 1,$86777.03,63.59,274
372,Max Outerbridge,,7/26/2020,Type B,Group 2,Part 2,$1013138.92,88.9,630
373,Karrie Dishmon,,8/12/2020,Type A,Group 1,Part 3,$534450.08,51.69,857
374,Tymon Franck,,9/28/2020,Type A,Group 3,Part 2,$3010208.80,42.43,608
375,Kimberli Jamson,,11/1/2020,Type C,Group 1,Part 2,$1804734.30,88.74,950
376,Brantley Garfit,,10/2/2020,Type C,Group 3,Part 3,$499844.97,2.84,252
377,Millard Ghilardi,,3/28/2020,Type B,Group 3,Part 3,$8712978.57,74.09,141
378,Martita McGuigan,,12/3/2020,Type B,Group 1,Part 1,$7228584.50,2.48,341
379,Darius Bitten,,8/14/2020,Type B,Group 3,Part 2,$9206156.86,19.76,922
380,Kingsley Halsworth,,3/17/2020,Type A,Group 1,Part 2,$8569878.66,15.03,129
381,Charla Girling,,12/25/2020,Type C,Group 1,Part 1,$8760403.60,2.96,851
382,Jamie Dorset,,8/25/2020,Type B,Group 2,Part 3,$2612516.07,79.41,659
383,Kaitlynn Canon,,2/9/2020,Type C,Group 1,Part 1,$5497373.85,94.14,130
384,Rickert Doerrling,,8/5/2020,Type C,Group 3,Part 3,$3922390.46,27.85,693
385,Wilie Batrip,,4/22/2020,Type A,Group 2,Part 1,$5739890.36,34.57,892
386,Perla Cuer,,9/5/2020,Type B,Group 2,Part 3,$8487057.46,35.27,236
387,Stormie Shenfisch,,12/9/2020,Type C,Group 2,Part 1,$8962164.35,63.85,800
388,Lona Bigland,,9/23/2020,Type B,Group 3,Part 1,$8093607.43,34.56,239
389,Theodore Paver,Nord-Pas-de-Calais,1/2/2020,Type C,Group 2,Part 1,$1117434.36,70.21,275
390,Verile Jeayes,,6/6/2020,Type C,Group 3,Part 1,$8369395.89,6.66,109
391,Thedrick Copland,,5/25/2020,Type B,Group 1,Part 1,$2950237.34,31.05,244
392,Karylin Forre,,7/26/2020,Type A,Group 1,Part 3,$7533854.55,71.36,705
393,Jacquenetta Alderton,,6/9/2020,Type A,Group 1,Part 1,$606122.80,82.23,850
394,Boniface Yellowlea,,3/30/2020,Type B,Group 1,Part 3,$9226013.83,54.53,28
395,Cindie Darbey,,6/6/2020,Type B,Group 2,Part 3,$9391819.67,29.73,893
396,Rhea Whyke,,4/12/2020,Type C,Group 2,Part 3,$3805915.01,95.85,323
397,Danie Gentile,,3/21/2020,Type C,Group 3,Part 2,$5181839.33,42.19,509
398,Sibbie Cloake,Västmanland,6/24/2020,Type C,Group 2,Part 1,$1154565.89,39.93,420
399,Lonna Carloni,,3/31/2020,Type A,Group 2,Part 1,$9816135.04,7.77,147
400,Kare Pereira,,8/8/2020,Type A,Group 1,Part 1,$3173871.96,94.24,79
401,Brandyn Kegley,,5/13/2020,Type A,Group 2,Part 1,$2670226.95,42.67,920
402,Neddie Drohane,,6/27/2020,Type A,Group 3,Part 3,$8220314.25,39.55,538
403,Margery Lexa,,12/4/2020,Type C,Group 3,Part 1,$1194206.39,90.68,518
404,Fae Champness,,8/18/2020,Type B,Group 2,Part 3,$9595312.34,38.33,628
405,Chantal Baccas,,4/28/2020,Type B,Group 3,Part 2,$8745792.35,51.88,89
406,Binnie Bellany,,5/18/2020,Type C,Group 2,Part 2,$232233.03,49.95,143
407,Dale McCarver,,5/26/2020,Type B,Group 3,Part 3,$1548739.45,64.57,873
408,Catlaina Cappell,,1/16/2020,Type B,Group 3,Part 2,$1131566.65,2.86,792
409,Lucinda Side,,11/30/2020,Type A,Group 1,Part 1,$2910647.85,27.84,764
410,Anthiathia Waldron,,5/2/2020,Type A,Group 1,Part 2,$8380134.37,22.9,51
411,Koressa Noades,Lisboa,5/7/2020,Type B,Group 1,Part 3,$9042124.18,19.16,125
412,Kevin Comben,,8/19/2020,Type B,Group 3,Part 1,$8432002.01,33.33,899
413,Debby Preuvost,,6/25/2020,Type C,Group 2,Part 1,$3146424.70,65.52,432
414,Arda Winspare,,1/31/2020,Type C,Group 1,Part 1,$1941241.75,29.48,398
415,Catharina Idell,,5/3/2020,Type C,Group 2,Part 3,$9149711.70,1.02,821
416,Kore Andersson,Ontario,11/12/2020,Type B,Group 1,Part 3,$2042893.51,44.19,982
417,Windham Deppen,,6/7/2020,Type C,Group 1,Part 1,$8997254.49,93.78,178
418,Maurine Duggen,,10/28/2020,Type C,Group 2,Part 2,$6704889.09,95.77,178
419,Tiphany Mayzes,,10/6/2020,Type A,Group 2,Part 3,$1024341.98,46.71,226
420,Coletta Nerney,Oslo,5/29/2020,Type B,Group 1,Part 3,$3838488.51,61.84,380
421,Bartholemy Ortler,,10/14/2020,Type B,Group 1,Part 2,$7101791.19,6.78,941
422,Selma McIlriach,,5/11/2020,Type A,Group 3,Part 3,$7321820.70,36.4,767
423,Ann-marie Arnaudot,,8/23/2020,Type B,Group 3,Part 2,$8435296.61,29.73,210
424,Gaston Klaussen,,4/5/2020,Type C,Group 2,Part 2,$7160329.39,97.99,197
425,Emmi Aubery,,12/12/2020,Type B,Group 1,Part 1,$325537.61,29.05,638
426,Manya Siggens,,9/6/2020,Type B,Group 2,Part 3,$3459237.05,86.38,704
427,Gareth Brownhall,,7/31/2020,Type C,Group 1,Part 1,$6480002.39,65.51,593
428,Wendell Prop,,12/10/2020,Type A,Group 1,Part 3,$6994814.07,22.87,20
429,Nester Anstee,,1/23/2020,Type B,Group 3,Part 2,$8470286.45,8.45,565
430,Rozalin Carlow,Aveiro,11/11/2020,Type B,Group 1,Part 1,$7086993.47,51.28,241
431,Charin Jacobbe,,5/11/2020,Type B,Group 1,Part 2,$4771067.12,93.1,468
432,Tiffani Theodoris,,8/16/2020,Type B,Group 3,Part 1,$4099736.89,35.44,320
433,Melodee Briers,,4/26/2020,Type C,Group 1,Part 1,$3850843.51,2.33,912
434,Juanita McCathie,,12/19/2020,Type A,Group 3,Part 2,$3887967.07,77.38,384
435,Kordula Hayen,,12/8/2020,Type B,Group 1,Part 3,$2845411.29,5.41,348
436,Josi McFaell,,5/28/2020,Type A,Group 2,Part 2,$3365102.91,71.7,468
437,Wernher O'Riordan,,4/29/2020,Type B,Group 2,Part 3,$5252883.97,60.58,870
438,Alonzo Luff,Ontario,6/20/2020,Type A,Group 3,Part 3,$1754417.47,17.21,336
439,Jakie Hanscomb,,11/4/2020,Type A,Group 2,Part 3,$822918.29,85.97,427
440,Peggie Joyes,,9/20/2020,Type B,Group 1,Part 3,$8488234.38,22.71,709
441,Dorris Medforth,,2/4/2020,Type B,Group 1,Part 2,$9252470.26,41.11,201
442,Valencia Prestwich,,8/11/2020,Type C,Group 3,Part 1,$7290364.42,5.41,72
443,Belicia Brownsett,,4/2/2020,Type B,Group 2,Part 1,$1621050.85,43.79,838
444,Nicki Fronzek,,7/2/2020,Type B,Group 1,Part 2,$7136667.44,90.85,280
445,Babara Langfield,,9/16/2020,Type B,Group 1,Part 1,$9521474.92,23.8,453
446,Debra Nias,,12/14/2020,Type C,Group 1,Part 2,$62817.95,85.79,670
447,Elroy Wharfe,,11/19/2020,Type B,Group 3,Part 2,$6927800.89,95.68,611
448,Dillie Kopta,,4/9/2020,Type B,Group 2,Part 1,$8085726.19,28.66,582
449,Manya Paschke,,4/26/2020,Type C,Group 2,Part 1,$4230798.86,63.56,933
450,Joye Baker,,2/12/2020,Type A,Group 3,Part 2,$5734650.84,95.55,59
451,Ave Fellows,,12/30/2020,Type C,Group 1,Part 2,$9168125.86,70.24,46
452,Ron Boston,,11/28/2020,Type B,Group 1,Part 3,$4059274.59,96.81,293
453,Man Bartoszewski,,1/27/2020,Type B,Group 2,Part 3,$5209934.30,88.02,864
454,Alene Hedditeh,Aragon,5/31/2020,Type A,Group 2,Part 1,$1925819.79,90.61,744
455,Nina Swadlinge,,7/21/2020,Type B,Group 3,Part 1,$174479.92,88.91,347
456,Claresta Gowdy,,2/16/2020,Type A,Group 3,Part 2,$316258.00,46.44,895
457,Astrid Doudny,,12/4/2020,Type C,Group 1,Part 1,$4319653.89,64.82,127
458,Angela Rorke,California,8/23/2020,Type A,Group 1,Part 1,$1034310.64,48.12,668
459,Niall Moreno,,5/5/2020,Type B,Group 1,Part 3,$8036365.84,10.31,642
460,Darcy Hagland,,5/17/2020,Type C,Group 2,Part 1,$4306188.89,62.19,923
461,Annissa Jezard,Västernorrland,12/24/2020,Type A,Group 3,Part 3,$2229210.29,0.91,631
462,Dare Bencher,,7/22/2020,Type B,Group 2,Part 1,$5051312.24,2.5,337
463,Wilow Casina,,2/21/2020,Type A,Group 3,Part 3,$7259767.82,31.13,297
464,Ted Lount,,1/12/2020,Type B,Group 3,Part 2,$9535213.19,90.57,596
465,Parry Sapey,,3/23/2020,Type C,Group 1,Part 2,$832793.46,71.12,712
466,Anne-marie Petrushanko,,1/5/2020,Type A,Group 3,Part 1,$1931809.95,45.65,731
467,Loutitia Jehu,,3/24/2020,Type A,Group 3,Part 2,$607315.06,71.04,344
468,Thedric Vreiberg,,5/5/2020,Type B,Group 1,Part 3,$9075154.90,96.11,235
469,Kore Northrop,,5/24/2020,Type B,Group 2,Part 3,$5201631.32,71.36,537
470,Manolo Roocroft,Västmanland,9/26/2020,Type C,Group 1,Part 3,$806135.83,81.64,254
471,Joanne Varley,Basse-Normandie,5/25/2020,Type B,Group 2,Part 2,$1010990.28,80.56,144
472,Deanne Manners,,2/11/2020,Type A,Group 2,Part 3,$9563190.33,79.46,68
473,Ashlin Kynoch,,5/13/2020,Type A,Group 1,Part 1,$990522.17,52.52,685
474,Mame Halwood,,9/2/2020,Type A,Group 1,Part 2,$2991146.70,9.53,65
475,Ambur Dowderswell,,2/27/2020,Type C,Group 3,Part 3,$9790465.36,14.6,380
476,Manolo Drayn,,3/14/2020,Type B,Group 1,Part 1,$7225042.69,85.84,373
477,Kip Lamartine,,5/31/2020,Type B,Group 2,Part 1,$6437481.89,17.8,808
478,Maye Dayes,,3/30/2020,Type C,Group 1,Part 1,$3887161.38,13.95,7
479,Rolf Ledamun,,10/6/2020,Type C,Group 1,Part 2,$8410768.84,48.64,77
480,Mia Stebbins,,12/4/2020,Type A,Group 2,Part 3,$7128048.07,77.64,63
481,Mufi Greenland,,7/8/2020,Type A,Group 1,Part 1,$622842.43,44.15,222
482,Leyla Charville,,8/13/2020,Type A,Group 2,Part 2,$6825122.80,80.63,653
483,Fawn Pink,South Carolina,9/19/2020,Type B,Group 3,Part 2,$3083948.46,34.18,822
484,Farris Lambshine,,8/14/2020,Type B,Group 1,Part 1,$4393953.91,44.19,641
485,Amandy Sanford,,11/24/2020,Type A,Group 1,Part 2,$607497.59,16.35,622
486,Abelard McAughtrie,,3/17/2020,Type B,Group 1,Part 2,$1108287.28,51.77,527
487,Donavon L'Homme,Bourgogne,12/2/2020,Type A,Group 2,Part 1,$1163185.78,82.24,205
488,Tammara Pinnijar,,7/20/2020,Type B,Group 3,Part 3,$7509581.60,34.57,590
489,Shawna Scantlebury,Kelantan,7/16/2020,Type A,Group 2,Part 3,$9922562.00,22.35,771
490,Shelley Carnachen,,1/27/2020,Type A,Group 2,Part 1,$5174446.13,99.92,518
491,Lyndsay Garroch,,4/9/2020,Type B,Group 2,Part 3,$8140079.38,29.37,502
492,Ara Phelips,,7/10/2020,Type C,Group 2,Part 2,$7570320.03,61.16,101
493,Ally Hingeley,Picardie,11/14/2020,Type C,Group 2,Part 2,$7523400.36,30.59,430
494,Dian Michell,,4/8/2020,Type B,Group 3,Part 1,$8422439.62,82.41,147
495,Ryan Entres,North Carolina,2/18/2020,Type A,Group 1,Part 1,$5698398.15,93.88,326
496,Dulciana Mathew,,5/24/2020,Type A,Group 2,Part 2,$4225391.63,72.07,95
497,Teddy Shutler,Massachusetts,11/18/2020,Type B,Group 3,Part 1,$5762099.84,1.94,857
498,Court Harper,,5/27/2020,Type A,Group 3,Part 2,$2742520.64,33.16,913
499,Roderic Wallbanks,,5/4/2020,Type C,Group 3,Part 1,$7400590.89,93.81,474
500,Howie Offin,,7/7/2020,Type C,Group 2,Part 1,$7661388.20,57.3,228
501,Julianna Loram,,10/21/2020,Type C,Group 3,Part 1,$4878291.04,67.18,182
502,Stoddard Spray,Uppsala,9/21/2020,Type A,Group 2,Part 2,$1302432.55,20.12,732
503,Jenine O'Bradain,,8/12/2020,Type A,Group 1,Part 1,$4511915.02,48.67,850
504,Jacquenetta Warnock,,4/21/2020,Type C,Group 2,Part 1,$4862276.47,36.78,276
505,Konstance Jannings,,4/22/2020,Type C,Group 1,Part 1,$9095338.17,12.65,78
506,Pebrook Conn,,6/18/2020,Type C,Group 3,Part 1,$5590821.59,59.81,631
507,Benetta Cottrill,,7/13/2020,Type A,Group 2,Part 3,$6733760.11,27.69,844
508,Shani Searjeant,,6/26/2020,Type B,Group 3,Part 2,$7263583.14,50.41,602
509,Steven Kleinstub,,8/13/2020,Type B,Group 2,Part 2,$5360013.66,94.32,928
510,Orv Eleshenar,Leiria,3/7/2020,Type B,Group 1,Part 1,$7628502.30,89.97,179
511,Kendall Van de Velde,,4/15/2020,Type A,Group 2,Part 2,$5101853.50,66.53,239
512,Delilah Clothier,Michoacan De Ocampo,8/6/2020,Type A,Group 1,Part 3,$6188731.11,35.51,595
513,Claiborn Bothe,,8/26/2020,Type B,Group 1,Part 3,$8411455.95,37.49,253
514,Giuseppe Seven,,12/19/2020,Type C,Group 2,Part 1,$2219113.63,67.84,185
515,Melody Tennick,,12/12/2020,Type C,Group 1,Part 3,$8702120.58,13.43,612
516,Katherine Knipe,,6/24/2020,Type A,Group 1,Part 3,$2421465.79,26.61,241
517,Cobby Kenforth,Bragança,4/23/2020,Type C,Group 3,Part 1,$5197048.83,33.53,823
518,Myles Kilgrove,,3/11/2020,Type B,Group 2,Part 1,$4091706.47,46.52,834
519,Jacky Issakov,,6/23/2020,Type B,Group 3,Part 2,$3117525.31,97.93,630
520,Nealson Zannolli,,4/15/2020,Type B,Group 1,Part 2,$2676863.24,91.29,760
521,Billie Croan,,1/1/2020,Type A,Group 1,Part 1,$1451260.57,25.74,347
522,Genvieve Apdell,,5/8/2020,Type A,Group 1,Part 1,$5858763.37,15.23,957
523,Maurine Johannesson,Leiria,5/23/2020,Type C,Group 1,Part 1,$7384236.58,16.79,952
524,Winne Hefforde,,3/8/2020,Type B,Group 3,Part 3,$912660.16,24.04,582
525,Camellia Kinnier,,6/29/2020,Type A,Group 2,Part 1,$8885711.45,41.1,408
526,Dino Lilley,,6/15/2020,Type C,Group 2,Part 1,$5841334.93,8.08,113
527,Alex Gurrado,,8/2/2020,Type C,Group 1,Part 2,$9775471.52,76.49,326
528,Barnaby Chestnutt,,4/14/2020,Type B,Group 3,Part 2,$1106235.68,51.09,971
529,Isac Huby,,8/28/2020,Type C,Group 1,Part 3,$9274735.67,82.47,483
530,Fran Burgwyn,Québec,11/14/2020,Type B,Group 1,Part 3,$6648861.19,59.48,479
531,Gerik Wheal,,10/22/2020,Type B,Group 1,Part 2,$2111284.86,92.01,909
532,Eward Gatenby,,3/25/2020,Type B,Group 3,Part 3,$873437.81,57.2,213
533,Valeda Kingcott,,11/4/2020,Type B,Group 2,Part 3,$4175384.84,0.32,698
534,Tab Farries,,9/20/2020,Type A,Group 2,Part 3,$5569695.65,67.04,755
535,Zora O'Hanley,Rhône-Alpes,5/18/2020,Type C,Group 3,Part 1,$7163926.45,51.74,540
536,Paxton Aldhouse,,1/9/2020,Type C,Group 3,Part 1,$1004380.61,69.2,39
537,Norrie Elvy,,5/15/2020,Type A,Group 1,Part 3,$6203822.66,90.61,125
538,Birgitta Izon,,7/30/2020,Type B,Group 3,Part 1,$1351660.31,64.48,236
539,Phebe Bottomley,,4/4/2020,Type B,Group 3,Part 2,$4581515.12,36.23,753
540,Rosmunda Behnecken,,5/22/2020,Type C,Group 1,Part 2,$8725232.31,25.97,659
541,Breanne Shepeard,,8/7/2020,Type B,Group 1,Part 3,$8465603.29,29.31,394
542,Lauryn Brou,,10/9/2020,Type C,Group 1,Part 2,$3723108.90,2.96,915
543,Maye Dewer,,4/7/2020,Type A,Group 1,Part 1,$3916671.12,67.93,369
544,Hailee Wragg,,2/3/2020,Type A,Group 3,Part 3,$2653817.84,97.69,850
545,Gunter Gumby,Skåne,3/21/2020,Type A,Group 2,Part 1,$798355.74,23.15,354
546,Tito Behan,,10/16/2020,Type A,Group 1,Part 2,$4792156.04,68.26,509
547,Ysabel Idiens,,3/26/2020,Type C,Group 2,Part 3,$5433554.38,80.94,217
548,Amby Vynarde,,4/26/2020,Type A,Group 3,Part 1,$3307097.34,52.83,73
549,Temple MacLaig,,3/3/2020,Type B,Group 2,Part 2,$2227948.10,95.53,363
550,Milicent Jesty,,7/8/2020,Type A,Group 3,Part 3,$7600911.76,3.01,718
551,Veronique Davidow,,5/3/2020,Type B,Group 1,Part 2,$7474913.00,90.1,902
552,Trixie Loudian,,12/25/2020,Type A,Group 2,Part 1,$511680.23,55.99,408
553,Mathilda De Lisle,,12/26/2020,Type A,Group 1,Part 3,$7295744.68,29.54,501
554,Willy Wethey,Provence-Alpes-Côte d'Azur,7/24/2020,Type A,Group 1,Part 1,$4152100.70,41.41,575
555,Antonino Gallaway,Braga,6/6/2020,Type C,Group 3,Part 3,$3038147.03,7.58,38
556,Elvira Hanshaw,,10/12/2020,Type C,Group 2,Part 3,$1126563.99,21.09,781
557,Hagen Masters,,3/2/2020,Type B,Group 2,Part 3,$4004892.21,64.33,390
558,Harvey Pirt,,6/25/2020,Type C,Group 2,Part 1,$659285.65,34.74,779
559,Callie Russ,,10/7/2020,Type C,Group 3,Part 3,$5708053.96,42.33,24
560,Ardeen Towler,,12/1/2020,Type A,Group 3,Part 3,$4344651.30,9.69,843
561,Gordon Chadderton,,1/28/2020,Type B,Group 2,Part 3,$4458283.82,20.45,697
562,Culver Ausher,,11/23/2020,Type C,Group 1,Part 3,$4428732.58,17.6,666
563,Drusilla Barrows,,6/11/2020,Type A,Group 1,Part 1,$8665623.61,88.75,595
564,Rebbecca Mandell,Faro,4/18/2020,Type A,Group 1,Part 1,$3641796.34,32.46,493
565,Kasey Yalden,,12/1/2020,Type B,Group 1,Part 1,$990535.83,74.76,671
566,Gaspard Allawy,,11/3/2020,Type C,Group 2,Part 3,$1367775.38,6.35,4
567,Dene Switzer,,10/7/2020,Type B,Group 2,Part 1,$8571154.94,81.86,321
568,Eli Danit,,11/17/2020,Type A,Group 3,Part 2,$4470534.93,4.87,702
569,Germaine Fillingham,,3/13/2020,Type C,Group 3,Part 2,$4944422.24,80.79,700
570,Sherm O'Skehan,,4/28/2020,Type B,Group 1,Part 3,$9399307.40,33.19,697
571,Milena Ottewell,,12/16/2020,Type B,Group 2,Part 3,$495317.80,73.74,863
572,Anthe Durnan,,5/16/2020,Type C,Group 2,Part 3,$2608492.66,44.95,909
573,Pippy Grangier,Västra Götaland,5/19/2020,Type B,Group 1,Part 3,$1135374.19,20.86,428
574,Noelyn Gownge,,1/21/2020,Type A,Group 1,Part 1,$6441092.15,89.33,912
575,L;urette Hriinchenko,,1/7/2020,Type C,Group 2,Part 1,$9715415.32,63.21,200
576,Bo Nannetti,,7/16/2020,Type C,Group 2,Part 1,$4630369.32,5.5,583
577,Bronson Janous,,7/12/2020,Type B,Group 1,Part 3,$3084302.63,13.28,309
578,Dorolice Cavy,,9/17/2020,Type B,Group 2,Part 1,$8769885.37,42.88,109
579,Christopher Gemlett,,7/7/2020,Type C,Group 3,Part 2,$8777255.34,54.25,793
580,Agosto Konzelmann,Porto,5/2/2020,Type C,Group 2,Part 1,$1628851.50,90.23,142
581,Chloette Smaile,,7/3/2020,Type B,Group 3,Part 2,$218146.95,96.52,145
582,Wileen Brasted,,8/29/2020,Type B,Group 2,Part 1,$9384549.54,40.76,509
583,Enrika Batchelour,,1/24/2020,Type A,Group 3,Part 2,$6926678.97,4.14,572
584,Burty Bratch,,1/13/2020,Type C,Group 3,Part 2,$4950129.50,54.39,519
585,Fannie Benzing,,3/1/2020,Type C,Group 1,Part 1,$4156043.64,35.17,18
586,Mab Bartoszek,,4/28/2020,Type C,Group 3,Part 2,$2424832.27,19.59,384
587,Celestina Crimmins,,9/6/2020,Type A,Group 2,Part 3,$4138105.94,81.83,685
588,Margy Strutz,,7/1/2020,Type A,Group 3,Part 1,$4698067.46,23.25,679
589,Sophia Winks,,7/4/2020,Type C,Group 3,Part 1,$9403446.20,46.7,547
590,Izzy O'Cleary,,11/14/2020,Type B,Group 3,Part 3,$268499.34,99.3,950
591,Jaymie Lonsbrough,Beja,1/17/2020,Type C,Group 3,Part 3,$8337129.33,76.72,107
592,Valentine Le Port,,3/31/2020,Type A,Group 2,Part 1,$3388688.22,54.82,788
593,Yovonnda Cattrall,,5/8/2020,Type A,Group 1,Part 1,$6662446.83,41.47,99
